zone,stage,mineral_reward,exp_reward,module_point_reward,spawn_term,fleet_pos_x,fleet_pos_y,fleet_pos_z,fleet_rot_y,playerFireDelay,enemyFireDelay
49,4,1465,1465,5,20,-3667,0,4581,90,0,0
49,5,1470,1470,5,20,-1222,0,-1774,90,0,0
49,6,1475,1475,5,20,1222,0,-3503,90,0,0
49,7,1480,1480,5,20,3667,0,-1506,90,0,0
49,8,1485,1485,5,20,6111,0,-3897,90,0,0
49,9,1490,1490,5,20,8556,0,-1614,90,0,0
49,10,1495,1495,5,20,11000,0,1993,90,0,0
,,,,,,,,,,,
50,1,1500,1500,5,20,-11000,0,4090,90,0,0
50,2,1505,1505,5,20,-8556,0,1568,90,0,0
50,3,1510,1510,5,20,-6111,0,-4331,90,0,0
50,4,1515,1515,5,20,-3667,0,4581,90,0,0
50,5,1520,1520,5,20,-1222,0,-1774,90,0,0
50,6,1525,1525,5,20,1222,0,-3503,90,0,0
50,7,1530,1530,5,20,3667,0,-1506,90,0,0
50,8,1535,1535,5,20,6111,0,-3897,90,0,0
50,9,1540,1540,5,20,8556,0,-1614,90,0,0
50,10,1545,1545,5,20,11000,0,1993,90,0,0
,,,,,,,,,,,
51,1,1560,1560,5,20,-11000,0,4090,90,0,0
51,2,1566,1566,5,20,-8556,0,1568,90,0,0
51,3,1572,1572,5,20,-6111,0,-4331,90,0,0
51,4,1578,1578,5,20,-3667,0,4581,90,0,0
51,5,1584,1584,5,20,-1222,0,-1774,90,0,0
51,6,1590,1590,5,20,1222,0,-3503,90,0,0
51,7,1596,1596,5,20,3667,0,-1506,90,0,0
51,8,1602,1602,5,20,6111,0,-3897,90,0,0
51,9,1608,1608,5,20,8556,0,-1614,90,0,0
51,10,1614,1614,5,20,11000,0,1993,90,0,0
,,,,,,,,,,,
52,1,1620,1620,5,20,-11000,0,4090,90,0,0
52,2,1626,1626,5,20,-8556,0,1568,90,0,0
52,3,1632,1632,5,20,-6111,0,-4331,90,0,0
52,4,1638,1638,5,20,-3667,0,4581,90,0,0
52,5,1644,1644,5,20,-1222,0,-1774,90,0,0
52,6,1650,1650,5,20,1222,0,-3503,90,0,0
52,7,1656,1656,5,20,3667,0,-1506,90,0,0
52,8,1662,1662,5,20,6111,0,-3897,90,0,0
52,9,1668,1668,5,20,8556,0,-1614,90,0,0
52,10,1674,1674,5,20,11000,0,1993,90,0,0
,,,,,,,,,,,
53,1,1680,1680,5,20,-11000,0,4090,90,0,0
53,2,1686,1686,5,20,-8556,0,1568,90,0,0
53,3,1692,1692,5,20,-6111,0,-4331,90,0,0
53,4,1698,1698,5,20,-3667,0,4581,90,0,0
53,5,1704,1704,5,20,-1222,0,-1774,90,0,0
53,6,1710,1710,5,20,1222,0,-3503,90,0,0
53,7,1716,1716,5,20,3667,0,-1506,90,0,0
53,8,1722,1722,5,20,6111,0,-3897,90,0,0
53,9,1728,1728,5,20,8556,0,-1614,90,0,0
53,10,1734,1734,5,20,11000,0,1993,90,0,0
,,,,,,,,,,,
54,1,1740,1740,5,20,-11000,0,4090,90,0,0
54,2,1746,1746,5,20,-8556,0,1568,90,0,0
54,3,1752,1752,5,20,-6111,0,-4331,90,0,0
54,4,1758,1758,5,20,-3667,0,4581,90,0,0
54,5,1764,1764,5,20,-1222,0,-1774,90,0,0
54,6,1770,1770,5,20,1222,0,-3503,90,0,0
54,7,1776,1776,5,20,3667,0,-1506,90,0,0
54,8,1782,1782,5,20,6111,0,-3897,90,0,0
54,9,1788,1788,5,20,8556,0,-1614,90,0,0
54,10,1794,1794,5,20,11000,0,1993,90,0,0
,,,,,,,,,,,
55,1,1800,1800,5,20,-11000,0,4090,90,0,0
55,2,1806,1806,5,20,-8556,0,1568,90,0,0
55,3,1812,1812,5,20,-6111,0,-4331,90,0,0
55,4,1818,1818,5,20,-3667,0,4581,90,0,0
55,5,1824,1824,5,20,-1222,0,-1774,90,0,0
55,6,1830,1830,5,20,1222,0,-3503,90,0,0
55,7,1836,1836,5,20,3667,0,-1506,90,0,0
55,8,1842,1842,5,20,6111,0,-3897,90,0,0
55,9,1848,1848,5,20,8556,0,-1614,90,0,0
55,10,1854,1854,5,20,11000,0,1993,90,0,0
,,,,,,,,,,,
56,1,1860,1860,5,20,-11000,0,4090,90,0,0
56,2,1866,1866,5,20,-8556,0,1568,90,0,0
56,3,1872,1872,5,20,-6111,0,-4331,90,0,0
56,4,1878,1878,5,20,-3667,0,4581,90,0,0
56,5,1884,1884,5,20,-1222,0,-1774,90,0,0
56,6,1890,1890,5,20,1222,0,-3503,90,0,0
56,7,1896,1896,5,20,3667,0,-1506,90,0,0
56,8,1902,1902,5,20,6111,0,-3897,90,0,0
56,9,1908,1908,5,20,8556,0,-1614,90,0,0
56,10,1914,1914,5,20,11000,0,1993,90,0,0
,,,,,,,,,,,
57,1,1920,1920,5,20,-11000,0,4090,90,0,0
57,2,1926,1926,5,20,-8556,0,1568,90,0,0
57,3,1932,1932,5,20,-6111,0,-4331,90,0,0
57,4,1938,1938,5,20,-3667,0,4581,90,0,0
57,5,1944,1944,5,20,-1222,0,-1774,90,0,0
57,6,1950,1950,5,20,1222,0,-3503,90,0,0
57,7,1956,1956,5,20,3667,0,-1506,90,0,0
57,8,1962,1962,5,20,6111,0,-3897,90,0,0
57,9,1968,1968,5,20,8556,0,-1614,90,0,0
57,10,1974,1974,5,20,11000,0,1993,90,0,0
,,,,,,,,,,,
58,1,1980,1980,5,20,-11000,0,4090,90,0,0
58,2,1986,1986,5,20,-8556,0,1568,90,0,0
58,3,1992,1992,5,20,-6111,0,-4331,90,0,0
58,4,1998,1998,5,20,-3667,0,4581,90,0,0
58,5,2004,2004,5,20,-1222,0,-1774,90,0,0
58,6,2010,2010,5,20,1222,0,-3503,90,0,0
58,7,2016,2016,5,20,3667,0,-1506,90,0,0
58,8,2022,2022,5,20,6111,0,-3897,90,0,0
58,9,2028,2028,5,20,8556,0,-1614,90,0,0
58,10,2034,2034,5,20,11000,0,1993,90,0,0
,,,,,,,,,,,
59,1,2040,2040,5,20,-11000,0,4090,90,0,0
59,2,2046,2046,5,20,-8556,0,1568,90,0,0
59,3,2052,2052,5,20,-6111,0,-4331,90,0,0
59,4,2058,2058,5,20,-3667,0,4581,90,0,0
59,5,2064,2064,5,20,-1222,0,-1774,90,0,0
59,6,2070,2070,5,20,1222,0,-3503,90,0,0
59,7,2076,2076,5,20,3667,0,-1506,90,0,0
59,8,2082,2082,5,20,6111,0,-3897,90,0,0
59,9,2088,2088,5,20,8556,0,-1614,90,0,0
59,10,2094,2094,5,20,11000,0,1993,90,0,0
,,,,,,,,,,,
60,1,2100,2100,5,20,-11000,0,4090,90,0,0
60,2,2106,2106,5,20,-8556,0,1568,90,0,0
60,3,2112,2112,5,20,-6111,0,-4331,90,0,0
60,4,2118,2118,5,20,-3667,0,4581,90,0,0
60,5,2124,2124,5,20,-1222,0,-1774,90,0,0
60,6,2130,2130,5,20,1222,0,-3503,90,0,0
60,7,2136,2136,5,20,3667,0,-1506,90,0,0
60,8,2142,2142,5,20,6111,0,-3897,90,0,0
60,9,2148,2148,5,20,8556,0,-1614,90,0,0
60,10,2154,2154,5,20,11000,0,1993,90,0,0
,,,,,,,,,,,
61,1,2170,2170,5,20,-11000,0,4090,90,0,0
61,2,2177,2177,5,20,-8556,0,1568,90,0,0
61,3,2184,2184,5,20,-6111,0,-4331,90,0,0
61,4,2191,2191,5,20,-3667,0,4581,90,0,0
61,5,2198,2198,5,20,-1222,0,-1774,90,0,0
61,6,2205,2205,5,20,1222,0,-3503,90,0,0
61,7,2212,2212,5,20,3667,0,-1506,90,0,0
61,8,2219,2219,5,20,6111,0,-3897,90,0,0
61,9,2226,2226,5,20,8556,0,-1614,90,0,0
61,10,2233,2233,5,20,11000,0,1993,90,0,0
,,,,,,,,,,,
62,1,2240,2240,5,20,-11000,0,4090,90,0,0
62,2,2247,2247,5,20,-8556,0,1568,90,0,0
62,3,2254,2254,5,20,-6111,0,-4331,90,0,0
62,4,2261,2261,5,20,-3667,0,4581,90,0,0
62,5,2268,2268,5,20,-1222,0,-1774,90,0,0
62,6,2275,2275,5,20,1222,0,-3503,90,0,0
62,7,2282,2282,5,20,3667,0,-1506,90,0,0
62,8,2289,2289,5,20,6111,0,-3897,90,0,0
62,9,2296,2296,5,20,8556,0,-1614,90,0,0
62,10,2303,2303,5,20,11000,0,1993,90,0,0
,,,,,,,,,,,
63,1,2310,2310,5,20,-11000,0,4090,90,0,0
63,2,2317,2317,5,20,-8556,0,1568,90,0,0
63,3,2324,2324,5,20,-6111,0,-4331,90,0,0
63,4,2331,2331,5,20,-3667,0,4581,90,0,0
63,5,2338,2338,5,20,-1222,0,-1774,90,0,0
63,6,2345,2345,5,20,1222,0,-3503,90,0,0
63,7,2352,2352,5,20,3667,0,-1506,90,0,0
63,8,2359,2359,5,20,6111,0,-3897,90,0,0
63,9,2366,2366,5,20,8556,0,-1614,90,0,0
63,10,2373,2373,5,20,11000,0,1993,90,0,0
,,,,,,,,,,,
64,1,2380,2380,5,20,-11000,0,4090,90,0,0
64,2,2387,2387,5,20,-8556,0,1568,90,0,0
64,3,2394,2394,5,20,-6111,0,-4331,90,0,0
64,4,2401,2401,5,20,-3667,0,4581,90,0,0
64,5,2408,2408,5,20,-1222,0,-1774,90,0,0
64,6,2415,2415,5,20,1222,0,-3503,90,0,0
64,7,2422,2422,5,20,3667,0,-1506,90,0,0
64,8,2429,2429,5,20,6111,0,-3897,90,0,0
64,9,2436,2436,5,20,8556,0,-1614,90,0,0
64,10,2443,2443,5,20,11000,0,1993,90,0,0
,,,,,,,,,,,
65,1,2450,2450,5,20,-11000,0,4090,90,0,0
65,2,2457,2457,5,20,-8556,0,1568,90,0,0
65,3,2464,2464,5,20,-6111,0,-4331,90,0,0
65,4,2471,2471,5,20,-3667,0,4581,90,0,0
65,5,2478,2478,5,20,-1222,0,-1774,90,0,0
65,6,2485,2485,5,20,1222,0,-3503,90,0,0
65,7,2492,2492,5,20,3667,0,-1506,90,0,0
65,8,2499,2499,5,20,6111,0,-3897,90,0,0
65,9,2506,2506,5,20,8556,0,-1614,90,0,0
65,10,2513,2513,5,20,11000,0,1993,90,0,0
,,,,,,,,,,,
66,1,2520,2520,5,20,-11000,0,4090,90,0,0
66,2,2527,2527,5,20,-8556,0,1568,90,0,0
66,3,2534,2534,5,20,-6111,0,-4331,90,0,0
66,4,2541,2541,5,20,-3667,0,4581,90,0,0
66,5,2548,2548,5,20,-1222,0,-1774,90,0,0
66,6,2555,2555,5,20,1222,0,-3503,90,0,0
66,7,2562,2562,5,20,3667,0,-1506,90,0,0
66,8,2569,2569,5,20,6111,0,-3897,90,0,0
66,9,2576,2576,5,20,8556,0,-1614,90,0,0
66,10,2583,2583,5,20,11000,0,1993,90,0,0
,,,,,,,,,,,
67,1,2590,2590,5,20,-11000,0,4090,90,0,0
67,2,2597,2597,5,20,-8556,0,1568,90,0,0
67,3,2604,2604,5,20,-6111,0,-4331,90,0,0
67,4,2611,2611,5,20,-3667,0,4581,90,0,0
67,5,2618,2618,5,20,-1222,0,-1774,90,0,0
67,6,2625,2625,5,20,1222,0,-3503,90,0,0
67,7,2632,2632,5,20,3667,0,-1506,90,0,0
67,8,2639,2639,5,20,6111,0,-3897,90,0,0
67,9,2646,2646,5,20,8556,0,-1614,90,0,0
67,10,2653,2653,5,20,11000,0,1993,90,0,0
,,,,,,,,,,,
68,1,2660,2660,5,20,-11000,0,4090,90,0,0
68,2,2667,2667,5,20,-8556,0,1568,90,0,0
68,3,2674,2674,5,20,-6111,0,-4331,90,0,0
68,4,2681,2681,5,20,-3667,0,4581,90,0,0
68,5,2688,2688,5,20,-1222,0,-1774,90,0,0
68,6,2695,2695,5,20,1222,0,-3503,90,0,0
68,7,2702,2702,5,20,3667,0,-1506,90,0,0
68,8,2709,2709,5,20,6111,0,-3897,90,0,0
68,9,2716,2716,5,20,8556,0,-1614,90,0,0
68,10,2723,2723,5,20,11000,0,1993,90,0,0
,,,,,,,,,,,
69,1,2730,2730,5,20,-11000,0,4090,90,0,0
69,2,2737,2737,5,20,-8556,0,1568,90,0,0
69,3,2744,2744,5,20,-6111,0,-4331,90,0,0
69,4,2751,2751,5,20,-3667,0,4581,90,0,0
69,5,2758,2758,5,20,-1222,0,-1774,90,0,0
69,6,2765,2765,5,20,1222,0,-3503,90,0,0
69,7,2772,2772,5,20,3667,0,-1506,90,0,0
69,8,2779,2779,5,20,6111,0,-3897,90,0,0
69,9,2786,2786,5,20,8556,0,-1614,90,0,0
69,10,2793,2793,5,20,11000,0,1993,90,0,0
,,,,,,,,,,,
70,1,2800,2800,5,20,-11000,0,4090,90,0,0
70,2,2807,2807,5,20,-8556,0,1568,90,0,0
70,3,2814,2814,5,20,-6111,0,-4331,90,0,0
70,4,2821,2821,5,20,-3667,0,4581,90,0,0
70,5,2828,2828,5,20,-1222,0,-1774,90,0,0
70,6,2835,2835,5,20,1222,0,-3503,90,0,0
70,7,2842,2842,5,20,3667,0,-1506,90,0,0
70,8,2849,2849,5,20,6111,0,-3897,90,0,0
70,9,2856,2856,5,20,8556,0,-1614,90,0,0
70,10,2863,2863,5,20,11000,0,1993,90,0,0
,,,,,,,,,,,
71,1,2880,2880,5,20,-11000,0,4090,90,0,0
71,2,2888,2888,5,20,-8556,0,1568,90,0,0
71,3,2896,2896,5,20,-6111,0,-4331,90,0,0
71,4,2904,2904,5,20,-3667,0,4581,90,0,0
71,5,2912,2912,5,20,-1222,0,-1774,90,0,0
71,6,2920,2920,5,20,1222,0,-3503,90,0,0
71,7,2928,2928,5,20,3667,0,-1506,90,0,0
71,8,2936,2936,5,20,6111,0,-3897,90,0,0
71,9,2944,2944,5,20,8556,0,-1614,90,0,0
71,10,2952,2952,5,20,11000,0,1993,90,0,0
,,,,,,,,,,,
72,1,2960,2960,5,20,-11000,0,4090,90,0,0
72,2,2968,2968,5,20,-8556,0,1568,90,0,0
72,3,2976,2976,5,20,-6111,0,-4331,90,0,0
72,4,2984,2984,5,20,-3667,0,4581,90,0,0
72,5,2992,2992,5,20,-1222,0,-1774,90,0,0
72,6,3000,3000,5,20,1222,0,-3503,90,0,0
72,7,3008,3008,5,20,3667,0,-1506,90,0,0
72,8,3016,3016,5,20,6111,0,-3897,90,0,0
72,9,3024,3024,5,20,8556,0,-1614,90,0,0
72,10,3032,3032,5,20,11000,0,1993,90,0,0
,,,,,,,,,,,
73,1,3040,3040,5,20,-11000,0,4090,90,0,0
73,2,3048,3048,5,20,-8556,0,1568,90,0,0
73,3,3056,3056,5,20,-6111,0,-4331,90,0,0
73,4,3064,3064,5,20,-3667,0,4581,90,0,0
73,5,3072,3072,5,20,-1222,0,-1774,90,0,0
73,6,3080,3080,5,20,1222,0,-3503,90,0,0
73,7,3088,3088,5,20,3667,0,-1506,90,0,0
73,8,3096,3096,5,20,6111,0,-3897,90,0,0
73,9,3104,3104,5,20,8556,0,-1614,90,0,0
73,10,3112,3112,5,20,11000,0,1993,90,0,0
,,,,,,,,,,,
74,1,3120,3120,5,20,-11000,0,4090,90,0,0
74,2,3128,3128,5,20,-8556,0,1568,90,0,0
74,3,3136,3136,5,20,-6111,0,-4331,90,0,0
74,4,3144,3144,5,20,-3667,0,4581,90,0,0
74,5,3152,3152,5,20,-1222,0,-1774,90,0,0
74,6,3160,3160,5,20,1222,0,-3503,90,0,0
74,7,3168,3168,5,20,3667,0,-1506,90,0,0
74,8,3176,3176,5,20,6111,0,-3897,90,0,0
74,9,3184,3184,5,20,8556,0,-1614,90,0,0
74,10,3192,3192,5,20,11000,0,1993,90,0,0
,,,,,,,,,,,
75,1,3200,3200,5,20,-11000,0,4090,90,0,0
75,2,3208,3208,5,20,-8556,0,1568,90,0,0
75,3,3216,3216,5,20,-6111,0,-4331,90,0,0
75,4,3224,3224,5,20,-3667,0,4581,90,0,0
75,5,3232,3232,5,20,-1222,0,-1774,90,0,0
75,6,3240,3240,5,20,1222,0,-3503,90,0,0
75,7,3248,3248,5,20,3667,0,-1506,90,0,0
75,8,3256,3256,5,20,6111,0,-3897,90,0,0
75,9,3264,3264,5,20,8556,0,-1614,90,0,0
75,10,3272,3272,5,20,11000,0,1993,90,0,0
,,,,,,,,,,,
76,1,3280,3280,5,20,-11000,0,4090,90,0,0
76,2,3288,3288,5,20,-8556,0,1568,90,0,0
76,3,3296,3296,5,20,-6111,0,-4331,90,0,0
76,4,3304,3304,5,20,-3667,0,4581,90,0,0
76,5,3312,3312,5,20,-1222,0,-1774,90,0,0
76,6,3320,3320,5,20,1222,0,-3503,90,0,0
76,7,3328,3328,5,20,3667,0,-1506,90,0,0
76,8,3336,3336,5,20,6111,0,-3897,90,0,0
76,9,3344,3344,5,20,8556,0,-1614,90,0,0
76,10,3352,3352,5,20,11000,0,1993,90,0,0
,,,,,,,,,,,
77,1,3360,3360,5,20,-11000,0,4090,90,0,0
77,2,3368,3368,5,20,-8556,0,1568,90,0,0
77,3,3376,3376,5,20,-6111,0,-4331,90,0,0
77,4,3384,3384,5,20,-3667,0,4581,90,0,0
77,5,3392,3392,5,20,-1222,0,-1774,90,0,0
77,6,3400,3400,5,20,1222,0,-3503,90,0,0
77,7,3408,3408,5,20,3667,0,-1506,90,0,0
77,8,3416,3416,5,20,6111,0,-3897,90,0,0
77,9,3424,3424,5,20,8556,0,-1614,90,0,0
77,10,3432,3432,5,20,11000,0,1993,90,0,0
,,,,,,,,,,,
78,1,3440,3440,5,20,-11000,0,4090,90,0,0
78,2,3448,3448,5,20,-8556,0,1568,90,0,0
78,3,3456,3456,5,20,-6111,0,-4331,90,0,0
78,4,3464,3464,5,20,-3667,0,4581,90,0,0
78,5,3472,3472,5,20,-1222,0,-1774,90,0,0
78,6,3480,3480,5,20,1222,0,-3503,90,0,0
78,7,3488,3488,5,20,3667,0,-1506,90,0,0
78,8,3496,3496,5,20,6111,0,-3897,90,0,0
78,9,3504,3504,5,20,8556,0,-1614,90,0,0
78,10,3512,3512,5,20,11000,0,1993,90,0,0
,,,,,,,,,,,
79,1,3520,3520,5,20,-11000,0,4090,90,0,0
79,2,3528,3528,5,20,-8556,0,1568,90,0,0
79,3,3536,3536,5,20,-6111,0,-4331,90,0,0
79,4,3544,3544,5,20,-3667,0,4581,90,0,0
79,5,3552,3552,5,20,-1222,0,-1774,90,0,0
79,6,3560,3560,5,20,1222,0,-3503,90,0,0
79,7,3568,3568,5,20,3667,0,-1506,90,0,0
79,8,3576,3576,5,20,6111,0,-3897,90,0,0
79,9,3584,3584,5,20,8556,0,-1614,90,0,0
79,10,3592,3592,5,20,11000,0,1993,90,0,0
,,,,,,,,,,,
80,1,3600,3600,5,20,-11000,0,4090,90,0,0
80,2,3608,3608,5,20,-8556,0,1568,90,0,0
80,3,3616,3616,5,20,-6111,0,-4331,90,0,0
80,4,3624,3624,5,20,-3667,0,4581,90,0,0
80,5,3632,3632,5,20,-1222,0,-1774,90,0,0
80,6,3640,3640,5,20,1222,0,-3503,90,0,0
80,7,3648,3648,5,20,3667,0,-1506,90,0,0
80,8,3656,3656,5,20,6111,0,-3897,90,0,0
80,9,3664,3664,5,20,8556,0,-1614,90,0,0
80,10,3672,3672,5,20,11000,0,1993,90,0,0
,,,,,,,,,,,
81,1,3690,3690,5,20,-11000,0,4090,90,0,0
81,2,3699,3699,5,20,-8556,0,1568,90,0,0
81,3,3708,3708,5,20,-6111,0,-4331,90,0,0
81,4,3717,3717,5,20,-3667,0,4581,90,0,0
81,5,3726,3726,5,20,-1222,0,-1774,90,0,0
81,6,3735,3735,5,20,1222,0,-3503,90,0,0
81,7,3744,3744,5,20,3667,0,-1506,90,0,0
81,8,3753,3753,5,20,6111,0,-3897,90,0,0
81,9,3762,3762,5,20,8556,0,-1614,90,0,0
81,10,3771,3771,5,20,11000,0,1993,90,0,0
,,,,,,,,,,,
82,1,3780,3780,5,20,-11000,0,4090,90,0,0
82,2,3789,3789,5,20,-8556,0,1568,90,0,0
82,3,3798,3798,5,20,-6111,0,-4331,90,0,0
82,4,3807,3807,5,20,-3667,0,4581,90,0,0
82,5,3816,3816,5,20,-1222,0,-1774,90,0,0
82,6,3825,3825,5,20,1222,0,-3503,90,0,0
82,7,3834,3834,5,20,3667,0,-1506,90,0,0
82,8,3843,3843,5,20,6111,0,-3897,90,0,0
82,9,3852,3852,5,20,8556,0,-1614,90,0,0
82,10,3861,3861,5,20,11000,0,1993,90,0,0
,,,,,,,,,,,
83,1,3870,3870,5,20,-11000,0,4090,90,0,0
83,2,3879,3879,5,20,-8556,0,1568,90,0,0
83,3,3888,3888,5,20,-6111,0,-4331,90,0,0
83,4,3897,3897,5,20,-3667,0,4581,90,0,0
83,5,3906,3906,5,20,-1222,0,-1774,90,0,0
83,6,3915,3915,5,20,1222,0,-3503,90,0,0
83,7,3924,3924,5,20,3667,0,-1506,90,0,0
83,8,3933,3933,5,20,6111,0,-3897,90,0,0
83,9,3942,3942,5,20,8556,0,-1614,90,0,0
83,10,3951,3951,5,20,11000,0,1993,90,0,0
,,,,,,,,,,,
84,1,3960,3960,5,20,-11000,0,4090,90,0,0
84,2,3969,3969,5,20,-8556,0,1568,90,0,0
84,3,3978,3978,5,20,-6111,0,-4331,90,0,0
84,4,3987,3987,5,20,-3667,0,4581,90,0,0
84,5,3996,3996,5,20,-1222,0,-1774,90,0,0
84,6,4005,4005,5,20,1222,0,-3503,90,0,0
84,7,4014,4014,5,20,3667,0,-1506,90,0,0
84,8,4023,4023,5,20,6111,0,-3897,90,0,0
84,9,4032,4032,5,20,8556,0,-1614,90,0,0
84,10,4041,4041,5,20,11000,0,1993,90,0,0
,,,,,,,,,,,
85,1,4050,4050,5,20,-11000,0,4090,90,0,0
85,2,4059,4059,5,20,-8556,0,1568,90,0,0
85,3,4068,4068,5,20,-6111,0,-4331,90,0,0
85,4,4077,4077,5,20,-3667,0,4581,90,0,0
85,5,4086,4086,5,20,-1222,0,-1774,90,0,0
85,6,4095,4095,5,20,1222,0,-3503,90,0,0
85,7,4104,4104,5,20,3667,0,-1506,90,0,0
85,8,4113,4113,5,20,6111,0,-3897,90,0,0
85,9,4122,4122,5,20,8556,0,-1614,90,0,0
85,10,4131,4131,5,20,11000,0,1993,90,0,0
,,,,,,,,,,,
86,1,4140,4140,5,20,-11000,0,4090,90,0,0
86,2,4149,4149,5,20,-8556,0,1568,90,0,0
86,3,4158,4158,5,20,-6111,0,-4331,90,0,0
86,4,4167,4167,5,20,-3667,0,4581,90,0,0
86,5,4176,4176,5,20,-1222,0,-1774,90,0,0
86,6,4185,4185,5,20,1222,0,-3503,90,0,0
86,7,4194,4194,5,20,3667,0,-1506,90,0,0
86,8,4203,4203,5,20,6111,0,-3897,90,0,0
86,9,4212,4212,5,20,8556,0,-1614,90,0,0
86,10,4221,4221,5,20,11000,0,1993,90,0,0
,,,,,,,,,,,
87,1,4230,4230,5,20,-11000,0,4090,90,0,0
87,2,4239,4239,5,20,-8556,0,1568,90,0,0
87,3,4248,4248,5,20,-6111,0,-4331,90,0,0
87,4,4257,4257,5,20,-3667,0,4581,90,0,0
87,5,4266,4266,5,20,-1222,0,-1774,90,0,0
87,6,4275,4275,5,20,1222,0,-3503,90,0,0
87,7,4284,4284,5,20,3667,0,-1506,90,0,0
87,8,4293,4293,5,20,6111,0,-3897,90,0,0
87,9,4302,4302,5,20,8556,0,-1614,90,0,0
87,10,4311,4311,5,20,11000,0,1993,90,0,0
,,,,,,,,,,,
88,1,4320,4320,5,20,-11000,0,4090,90,0,0
88,2,4329,4329,5,20,-8556,0,1568,90,0,0
88,3,4338,4338,5,20,-6111,0,-4331,90,0,0
88,4,4347,4347,5,20,-3667,0,4581,90,0,0
88,5,4356,4356,5,20,-1222,0,-1774,90,0,0
88,6,4365,4365,5,20,1222,0,-3503,90,0,0
88,7,4374,4374,5,20,3667,0,-1506,90,0,0
88,8,4383,4383,5,20,6111,0,-3897,90,0,0
88,9,4392,4392,5,20,8556,0,-1614,90,0,0
88,10,4401,4401,5,20,11000,0,1993,90,0,0
,,,,,,,,,,,
89,1,4410,4410,5,20,-11000,0,4090,90,0,0
89,2,4419,4419,5,20,-8556,0,1568,90,0,0
89,3,4428,4428,5,20,-6111,0,-4331,90,0,0
89,4,4437,4437,5,20,-3667,0,4581,90,0,0
89,5,4446,4446,5,20,-1222,0,-1774,90,0,0
89,6,4455,4455,5,20,1222,0,-3503,90,0,0
89,7,4464,4464,5,20,3667,0,-1506,90,0,0
89,8,4473,4473,5,20,6111,0,-3897,90,0,0
89,9,4482,4482,5,20,8556,0,-1614,90,0,0
89,10,4491,4491,5,20,11000,0,1993,90,0,0
,,,,,,,,,,,
90,1,4500,4500,5,20,-11000,0,4090,90,0,0
90,2,4509,4509,5,20,-8556,0,1568,90,0,0
90,3,4518,4518,5,20,-6111,0,-4331,90,0,0
90,4,4527,4527,5,20,-3667,0,4581,90,0,0
90,5,4536,4536,5,20,-1222,0,-1774,90,0,0
90,6,4545,4545,5,20,1222,0,-3503,90,0,0
90,7,4554,4554,5,20,3667,0,-1506,90,0,0
90,8,4563,4563,5,20,6111,0,-3897,90,0,0
90,9,4572,4572,5,20,8556,0,-1614,90,0,0
90,10,4581,4581,5,20,11000,0,1993,90,0,0
,,,,,,,,,,,
91,1,4600,4600,5,20,-11000,0,4090,90,0,0
91,2,4610,4610,5,20,-8556,0,1568,90,0,0
91,3,4620,4620,5,20,-6111,0,-4331,90,0,0
91,4,4630,4630,5,20,-3667,0,4581,90,0,0
91,5,4640,4640,5,20,-1222,0,-1774,90,0,0
91,6,4650,4650,5,20,1222,0,-3503,90,0,0
91,7,4660,4660,5,20,3667,0,-1506,90,0,0
91,8,4670,4670,5,20,6111,0,-3897,90,0,0
91,9,4680,4680,5,20,8556,0,-1614,90,0,0
91,10,4690,4690,5,20,11000,0,1993,90,0,0
,,,,,,,,,,,
92,1,4700,4700,5,20,-11000,0,4090,90,0,0
92,2,4710,4710,5,20,-8556,0,1568,90,0,0
92,3,4720,4720,5,20,-6111,0,-4331,90,0,0
92,4,4730,4730,5,20,-3667,0,4581,90,0,0
92,5,4740,4740,5,20,-1222,0,-1774,90,0,0
92,6,4750,4750,5,20,1222,0,-3503,90,0,0
92,7,4760,4760,5,20,3667,0,-1506,90,0,0
92,8,4770,4770,5,20,6111,0,-3897,90,0,0
92,9,4780,4780,5,20,8556,0,-1614,90,0,0
92,10,4790,4790,5,20,11000,0,1993,90,0,0
,,,,,,,,,,,
93,1,4800,4800,5,20,-11000,0,4090,90,0,0
93,2,4810,4810,5,20,-8556,0,1568,90,0,0
93,3,4820,4820,5,20,-6111,0,-4331,90,0,0
93,4,4830,4830,5,20,-3667,0,4581,90,0,0
93,5,4840,4840,5,20,-1222,0,-1774,90,0,0
93,6,4850,4850,5,20,1222,0,-3503,90,0,0
93,7,4860,4860,5,20,3667,0,-1506,90,0,0
93,8,4870,4870,5,20,6111,0,-3897,90,0,0
93,9,4880,4880,5,20,8556,0,-1614,90,0,0
93,10,4890,4890,5,20,11000,0,1993,90,0,0
,,,,,,,,,,,
94,1,4900,4900,5,20,-11000,0,4090,90,0,0
94,2,4910,4910,5,20,-8556,0,1568,90,0,0
94,3,4920,4920,5,20,-6111,0,-4331,90,0,0
94,4,4930,4930,5,20,-3667,0,4581,90,0,0
94,5,4940,4940,5,20,-1222,0,-1774,90,0,0
94,6,4950,4950,5,20,1222,0,-3503,90,0,0
94,7,4960,4960,5,20,3667,0,-1506,90,0,0
94,8,4970,4970,5,20,6111,0,-3897,90,0,0
94,9,4980,4980,5,20,8556,0,-1614,90,0,0
94,10,4990,4990,5,20,11000,0,1993,90,0,0
,,,,,,,,,,,
95,1,5000,5000,5,20,-11000,0,4090,90,0,0
95,2,5010,5010,5,20,-8556,0,1568,90,0,0
