zone_index,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z,scale_x,scale_y,scale_z,land_coverage,biome_blend,g_blend,deep_sea_color,shallow_sea_color,lowland_sand_color,lowland_green_color,plains_desert_color,plains_grass_color,plains_forest_color,highland_snow_color,has_polar_ice,ice_color,ice_color_edge,pole_ice_width,has_clouds,cloud_color,cloud_coverage,cloud_rotation,cloud_scale,cloud_mid_lat_opacity,cloud_mid_lat_center,cloud_mid_lat_width,cloud_softness,has_atmosphere,atmosphere_color,atmosphere_scale
90,0,0,0,0,0,0,500,500,500,0.578,0.01,0.68,#0D2673,#1A59A6,#265D24,#90C060,#11540D,#478C2E,#236523,#E8F0F5,False,#F2FAFF,#ADD1F0,0.12,True,#FFFFFFD9,0.24,0,1.01,0.569,0.379,0.327,0.471,True,#4D99FF,1.01
91,0,0,0,0,0,0,500,500,500,0.578,0.01,0.68,#0D2673,#1A59A6,#265D24,#90C060,#11540D,#478C2E,#236523,#E8F0F5,False,#F2FAFF,#ADD1F0,0.12,True,#FFFFFFD9,0.24,0,1.01,0.569,0.379,0.327,0.471,True,#4D99FF,1.01
92,0,0,0,0,0,0,500,500,500,0.578,0.01,0.68,#0D2673,#1A59A6,#265D24,#90C060,#11540D,#478C2E,#236523,#E8F0F5,False,#F2FAFF,#ADD1F0,0.12,True,#FFFFFFD9,0.24,0,1.01,0.569,0.379,0.327,0.471,True,#4D99FF,1.01
93,0,0,0,0,0,0,500,500,500,0.578,0.01,0.68,#0D2673,#1A59A6,#265D24,#90C060,#11540D,#478C2E,#236523,#E8F0F5,False,#F2FAFF,#ADD1F0,0.12,True,#FFFFFFD9,0.24,0,1.01,0.569,0.379,0.327,0.471,True,#4D99FF,1.01
94,0,0,0,0,0,0,500,500,500,0.578,0.01,0.68,#0D2673,#1A59A6,#265D24,#90C060,#11540D,#478C2E,#236523,#E8F0F5,False,#F2FAFF,#ADD1F0,0.12,True,#FFFFFFD9,0.24,0,1.01,0.569,0.379,0.327,0.471,True,#4D99FF,1.01
95,0,0,0,0,0,0,500,500,500,0.578,0.01,0.68,#0D2673,#1A59A6,#265D24,#90C060,#11540D,#478C2E,#236523,#E8F0F5,False,#F2FAFF,#ADD1F0,0.12,True,#FFFFFFD9,0.24,0,1.01,0.569,0.379,0.327,0.471,True,#4D99FF,1.01
96,0,0,0,0,0,0,500,500,500,0.578,0.01,0.68,#0D2673,#1A59A6,#265D24,#90C060,#11540D,#478C2E,#236523,#E8F0F5,False,#F2FAFF,#ADD1F0,0.12,True,#FFFFFFD9,0.24,0,1.01,0.569,0.379,0.327,0.471,True,#4D99FF,1.01
97,0,0,0,0,0,0,500,500,500,0.578,0.01,0.68,#0D2673,#1A59A6,#265D24,#90C060,#11540D,#478C2E,#236523,#E8F0F5,False,#F2FAFF,#ADD1F0,0.12,True,#FFFFFFD9,0.24,0,1.01,0.569,0.379,0.327,0.471,True,#4D99FF,1.01
98,0,0,0,0,0,0,500,500,500,0.578,0.01,0.68,#0D2673,#1A59A6,#265D24,#90C060,#11540D,#478C2E,#236523,#E8F0F5,False,#F2FAFF,#ADD1F0,0.12,True,#FFFFFFD9,0.24,0,1.01,0.569,0.379,0.327,0.471,True,#4D99FF,1.01
99,0,0,0,0,0,0,500,500,500,0.578,0.01,0.68,#0D2673,#1A59A6,#265D24,#90C060,#11540D,#478C2E,#236523,#E8F0F5,False,#F2FAFF,#ADD1F0,0.12,True,#FFFFFFD9,0.24,0,1.01,0.569,0.379,0.327,0.471,True,#4D99FF,1.01
100,0,0,0,0,0,0,500,500,500,0.578,0.01,0.68,#0D2673,#1A59A6,#265D24,#90C060,#11540D,#478C2E,#236523,#E8F0F5,False,#F2FAFF,#ADD1F0,0.12,True,#FFFFFFD9,0.24,0,1.01,0.569,0.379,0.327,0.471,True,#4D99FF,1.01
