zone_stage,stage,fleet_index,ship_index,body_type,body_level,beam_type,beam_level,beam_count,missile_type,missile_level,missile_count,hanger_type,hanger_level,hanger_count,body_ratio,beam_ratio,missile_ratio,hanger_ratio
35,2,1,0,body_t7_m1,2,beam_t7_m1,2,3,missile_t7_m1,1,2,,,,1,1,1,1
35,2,1,1,body_t2_m1,2,beam_t2_m1,2,2,missile_t2_m1,1,1,,,,1,1,1,1
35,2,2,0,body_t5_m1,2,beam_t5_m1,2,2,missile_t5_m1,1,2,,,,1,1,1,1
35,2,2,1,body_t3_m1,2,beam_t3_m1,2,2,missile_t3_m1,1,1,,,,1,1,1,1
35,2,2,2,body_t1_m1,2,beam_t1_m1,2,1,missile_t1_m1,1,1,,,,1,1,1,1
35,2,3,0,body_t6_m1,2,beam_t6_m1,2,2,missile_t6_m1,1,2,,,,1,1,1,1
35,2,3,1,body_t2_m1,2,beam_t2_m1,2,2,missile_t2_m1,1,1,,,,1,1,1,1
35,2,3,2,body_t1_m1,2,beam_t1_m1,2,1,missile_t1_m1,1,1,,,,1,1,1,1
35,3,0,0,body_t6_m1,3,beam_t6_m1,3,2,,,,,,,1,1,1,1
35,3,0,1,body_t2_m1,3,beam_t2_m1,3,2,,,,,,,1,1,1,1
35,3,0,2,body_t1_m1,3,beam_t1_m1,3,1,,,,,,,1,1,1,1
35,3,1,0,body_t9_m1,3,beam_t9_m1,3,3,,,,,,,1,1,1,1
35,3,2,0,body_t3_m1,3,beam_t3_m1,3,2,,,,,,,1,1,1,1
35,3,2,1,body_t3_m1,3,beam_t3_m1,3,2,,,,,,,1,1,1,1
35,3,2,2,body_t2_m1,3,beam_t2_m1,3,2,,,,,,,1,1,1,1
35,3,2,3,body_t1_m1,3,beam_t1_m1,3,1,,,,,,,1,1,1,1
35,3,3,0,body_t7_m1,3,beam_t7_m1,3,3,,,,,,,1,1,1,1
35,3,3,1,body_t2_m1,3,beam_t2_m1,3,2,,,,,,,1,1,1,1
35,4,0,0,body_t4_m1,4,beam_t4_m1,4,2,missile_t4_m1,1,2,,,,1,1,1,1
35,4,0,1,body_t3_m1,4,beam_t3_m1,4,2,missile_t3_m1,1,1,,,,1,1,1,1
35,4,0,2,body_t1_m1,4,beam_t1_m1,4,1,missile_t1_m1,1,1,,,,1,1,1,1
35,4,0,3,body_t1_m1,4,beam_t1_m1,4,1,missile_t1_m1,1,1,,,,1,1,1,1
35,4,1,0,body_t8_m1,4,beam_t8_m1,4,3,missile_t8_m1,1,3,,,,1,1,1,1
35,4,1,1,body_t1_m1,4,beam_t1_m1,4,1,missile_t1_m1,1,1,,,,1,1,1,1
35,4,2,0,body_t5_m1,4,beam_t5_m1,4,2,missile_t5_m1,1,2,,,,1,1,1,1
35,4,2,1,body_t4_m1,4,beam_t4_m1,4,2,missile_t4_m1,1,2,,,,1,1,1,1
35,4,3,0,body_t6_m1,4,beam_t6_m1,4,2,missile_t6_m1,1,2,,,,1,1,1,1
35,4,3,1,body_t3_m1,4,beam_t3_m1,4,2,missile_t3_m1,1,1,,,,1,1,1,1
35,5,0,0,body_t6_m1,5,beam_t6_m1,5,2,,,,,,,1,1,1,1
35,5,0,1,body_t2_m1,5,beam_t2_m1,5,2,,,,,,,1,1,1,1
35,5,0,2,body_t1_m1,5,beam_t1_m1,5,1,,,,,,,1,1,1,1
35,5,1,0,body_t6_m1,5,beam_t6_m1,5,2,,,,,,,1,1,1,1
35,5,1,1,body_t2_m1,5,beam_t2_m1,5,2,,,,,,,1,1,1,1
35,5,1,2,body_t1_m1,5,beam_t1_m1,5,1,,,,,,,1,1,1,1
35,5,2,0,body_t6_m1,5,beam_t6_m1,5,2,,,,,,,1,1,1,1
35,5,2,1,body_t2_m1,5,beam_t2_m1,5,2,,,,,,,1,1,1,1
35,5,2,2,body_t1_m1,5,beam_t1_m1,5,1,,,,,,,1,1,1,1
35,5,3,0,body_t3_m1,5,beam_t3_m1,5,2,,,,,,,1,1,1,1
35,5,3,1,body_t3_m1,5,beam_t3_m1,5,2,,,,,,,1,1,1,1
35,5,3,2,body_t1_m1,5,beam_t1_m1,5,1,,,,,,,1,1,1,1
35,5,3,3,body_t1_m1,5,beam_t1_m1,5,1,,,,,,,1,1,1,1
35,5,3,4,body_t1_m1,5,beam_t1_m1,5,1,,,,,,,1,1,1,1
35,6,0,0,body_t3_m1,6,beam_t3_m1,6,2,missile_t3_m1,1,1,,,,1,1,1,1
35,6,0,1,body_t3_m1,6,beam_t3_m1,6,2,missile_t3_m1,1,1,,,,1,1,1,1
35,6,0,2,body_t2_m1,6,beam_t2_m1,6,2,missile_t2_m1,1,1,,,,1,1,1,1
35,6,0,3,body_t1_m1,6,beam_t1_m1,6,1,missile_t1_m1,1,1,,,,1,1,1,1
35,6,1,0,body_t3_m1,6,beam_t3_m1,6,2,missile_t3_m1,1,1,,,,1,1,1,1
35,6,1,1,body_t3_m1,6,beam_t3_m1,6,2,missile_t3_m1,1,1,,,,1,1,1,1
35,6,1,2,body_t2_m1,6,beam_t2_m1,6,2,missile_t2_m1,1,1,,,,1,1,1,1
35,6,1,3,body_t1_m1,6,beam_t1_m1,6,1,missile_t1_m1,1,1,,,,1,1,1,1
35,6,2,0,body_t4_m1,6,beam_t4_m1,6,2,missile_t4_m1,1,2,,,,1,1,1,1
35,6,2,1,body_t2_m1,6,beam_t2_m1,6,2,missile_t2_m1,1,1,,,,1,1,1,1
35,6,2,2,body_t1_m1,6,beam_t1_m1,6,1,missile_t1_m1,1,1,,,,1,1,1,1
35,6,2,3,body_t1_m1,6,beam_t1_m1,6,1,missile_t1_m1,1,1,,,,1,1,1,1
35,6,2,4,body_t1_m1,6,beam_t1_m1,6,1,missile_t1_m1,1,1,,,,1,1,1,1
35,6,3,0,body_t6_m1,6,beam_t6_m1,6,2,missile_t6_m1,1,2,,,,1,1,1,1
35,6,3,1,body_t2_m1,6,beam_t2_m1,6,2,missile_t2_m1,1,1,,,,1,1,1,1
35,6,3,2,body_t1_m1,6,beam_t1_m1,6,1,missile_t1_m1,1,1,,,,1,1,1,1
35,7,0,0,body_t5_m1,7,beam_t5_m1,7,2,,,,,,,1,1,1,1
35,7,0,1,body_t2_m1,7,beam_t2_m1,7,2,,,,,,,1,1,1,1
35,7,0,2,body_t1_m1,7,beam_t1_m1,7,1,,,,,,,1,1,1,1
35,7,0,3,body_t1_m1,7,beam_t1_m1,7,1,,,,,,,1,1,1,1
35,7,1,0,body_t4_m1,7,beam_t4_m1,7,2,,,,,,,1,1,1,1
35,7,1,1,body_t3_m1,7,beam_t3_m1,7,2,,,,,,,1,1,1,1
35,7,1,2,body_t2_m1,7,beam_t2_m1,7,2,,,,,,,1,1,1,1
35,7,2,0,body_t4_m1,7,beam_t4_m1,7,2,,,,,,,1,1,1,1
35,7,2,1,body_t2_m1,7,beam_t2_m1,7,2,,,,,,,1,1,1,1
35,7,2,2,body_t1_m1,7,beam_t1_m1,7,1,,,,,,,1,1,1,1
35,7,2,3,body_t1_m1,7,beam_t1_m1,7,1,,,,,,,1,1,1,1
35,7,2,4,body_t1_m1,7,beam_t1_m1,7,1,,,,,,,1,1,1,1
35,7,3,0,body_t8_m1,7,beam_t8_m1,7,3,,,,,,,1,1,1,1
35,7,3,1,body_t1_m1,7,beam_t1_m1,7,1,,,,,,,1,1,1,1
35,8,0,0,body_t5_m1,8,beam_t5_m1,8,2,missile_t5_m1,1,2,,,,1,1,1,1
35,8,0,1,body_t2_m1,8,beam_t2_m1,8,2,missile_t2_m1,1,1,,,,1,1,1,1
35,8,0,2,body_t1_m1,8,beam_t1_m1,8,1,missile_t1_m1,1,1,,,,1,1,1,1
35,8,0,3,body_t1_m1,8,beam_t1_m1,8,1,missile_t1_m1,1,1,,,,1,1,1,1
35,8,1,0,body_t4_m1,8,beam_t4_m1,8,2,missile_t4_m1,1,2,,,,1,1,1,1
35,8,1,1,body_t2_m1,8,beam_t2_m1,8,2,missile_t2_m1,1,1,,,,1,1,1,1
35,8,1,2,body_t2_m1,8,beam_t2_m1,8,2,missile_t2_m1,1,1,,,,1,1,1,1
35,8,1,3,body_t1_m1,8,beam_t1_m1,8,1,missile_t1_m1,1,1,,,,1,1,1,1
35,8,2,0,body_t4_m1,8,beam_t4_m1,8,2,missile_t4_m1,1,2,,,,1,1,1,1
35,8,2,1,body_t2_m1,8,beam_t2_m1,8,2,missile_t2_m1,1,1,,,,1,1,1,1
35,8,2,2,body_t1_m1,8,beam_t1_m1,8,1,missile_t1_m1,1,1,,,,1,1,1,1
35,8,2,3,body_t1_m1,8,beam_t1_m1,8,1,missile_t1_m1,1,1,,,,1,1,1,1
35,8,2,4,body_t1_m1,8,beam_t1_m1,8,1,missile_t1_m1,1,1,,,,1,1,1,1
35,8,3,0,body_t6_m1,8,beam_t6_m1,8,2,missile_t6_m1,1,2,,,,1,1,1,1
35,8,3,1,body_t2_m1,8,beam_t2_m1,8,2,missile_t2_m1,1,1,,,,1,1,1,1
35,8,3,2,body_t1_m1,8,beam_t1_m1,8,1,missile_t1_m1,1,1,,,,1,1,1,1
35,9,0,0,body_t4_m1,9,beam_t4_m1,9,2,,,,,,,1,1,1,1
35,9,0,1,body_t4_m1,9,beam_t4_m1,9,2,,,,,,,1,1,1,1
35,9,0,2,body_t1_m1,9,beam_t1_m1,9,1,,,,,,,1,1,1,1
35,9,1,0,body_t5_m1,9,beam_t5_m1,9,2,,,,,,,1,1,1,1
35,9,1,1,body_t2_m1,9,beam_t2_m1,9,2,,,,,,,1,1,1,1
35,9,1,2,body_t1_m1,9,beam_t1_m1,9,1,,,,,,,1,1,1,1
35,9,1,3,body_t1_m1,9,beam_t1_m1,9,1,,,,,,,1,1,1,1
35,9,2,0,body_t5_m1,9,beam_t5_m1,9,2,,,,,,,1,1,1,1
35,9,2,1,body_t3_m1,9,beam_t3_m1,9,2,,,,,,,1,1,1,1
35,9,2,2,body_t1_m1,9,beam_t1_m1,9,1,,,,,,,1,1,1,1
35,9,3,0,body_t5_m1,9,beam_t5_m1,9,2,,,,,,,1,1,1,1
35,9,3,1,body_t4_m1,9,beam_t4_m1,9,2,,,,,,,1,1,1,1
35,10,0,0,body_t6_m1,10,beam_t6_m1,10,2,missile_t6_m1,1,2,hanger_t6_m1,1,2,1,1,1,1
35,10,0,1,body_t3_m1,10,beam_t3_m1,10,2,missile_t3_m1,1,1,hanger_t3_m1,1,1,1,1,1,1
35,10,1,0,body_t5_m1,10,beam_t5_m1,10,2,missile_t5_m1,1,2,hanger_t5_m1,1,2,1,1,1,1
35,10,1,1,body_t3_m1,10,beam_t3_m1,10,2,missile_t3_m1,1,1,hanger_t3_m1,1,1,1,1,1,1
35,10,1,2,body_t1_m1,10,beam_t1_m1,10,1,missile_t1_m1,1,1,hanger_t1_m1,1,1,1,1,1,1
35,10,2,0,body_t5_m1,10,beam_t5_m1,10,2,missile_t5_m1,1,2,hanger_t5_m1,1,2,1,1,1,1
35,10,2,1,body_t3_m1,10,beam_t3_m1,10,2,missile_t3_m1,1,1,hanger_t3_m1,1,1,1,1,1,1
35,10,2,2,body_t1_m1,10,beam_t1_m1,10,1,missile_t1_m1,1,1,hanger_t1_m1,1,1,1,1,1,1
35,10,3,0,body_t6_m1,10,beam_t6_m1,10,2,missile_t6_m1,1,2,hanger_t6_m1,1,2,1,1,1,1
35,10,3,1,body_t2_m1,10,beam_t2_m1,10,2,missile_t2_m1,1,1,hanger_t2_m1,1,1,1,1,1,1
35,10,3,2,body_t1_m1,10,beam_t1_m1,10,1,missile_t1_m1,1,1,hanger_t1_m1,1,1,1,1,1,1
36,1,0,0,body_t4_m1,1,beam_t4_m1,1,2,,,,,,,1,1,1,1
36,1,0,1,body_t3_m1,1,beam_t3_m1,1,2,,,,,,,1,1,1,1
36,1,0,2,body_t2_m1,1,beam_t2_m1,1,2,,,,,,,1,1,1,1
36,1,1,0,body_t6_m1,1,beam_t6_m1,1,2,,,,,,,1,1,1,1
36,1,1,1,body_t1_m1,1,beam_t1_m1,1,1,,,,,,,1,1,1,1
36,1,1,2,body_t1_m1,1,beam_t1_m1,1,1,,,,,,,1,1,1,1
36,1,1,3,body_t1_m1,1,beam_t1_m1,1,1,,,,,,,1,1,1,1
36,1,2,0,body_t5_m1,1,beam_t5_m1,1,2,,,,,,,1,1,1,1
36,1,2,1,body_t4_m1,1,beam_t4_m1,1,2,,,,,,,1,1,1,1
36,1,3,0,body_t8_m1,1,beam_t8_m1,1,3,,,,,,,1,1,1,1
36,1,3,1,body_t1_m1,1,beam_t1_m1,1,1,,,,,,,1,1,1,1
36,2,0,0,body_t4_m1,2,beam_t4_m1,2,2,missile_t4_m1,1,2,,,,1,1,1,1
36,2,0,1,body_t3_m1,2,beam_t3_m1,2,2,missile_t3_m1,1,1,,,,1,1,1,1
36,2,0,2,body_t2_m1,2,beam_t2_m1,2,2,missile_t2_m1,1,1,,,,1,1,1,1
36,2,1,0,body_t8_m1,2,beam_t8_m1,2,3,missile_t8_m1,1,3,,,,1,1,1,1
36,2,1,1,body_t1_m1,2,beam_t1_m1,2,1,missile_t1_m1,1,1,,,,1,1,1,1
36,2,2,0,body_t3_m1,2,beam_t3_m1,2,2,missile_t3_m1,1,1,,,,1,1,1,1
36,2,2,1,body_t2_m1,2,beam_t2_m1,2,2,missile_t2_m1,1,1,,,,1,1,1,1
36,2,2,2,body_t2_m1,2,beam_t2_m1,2,2,missile_t2_m1,1,1,,,,1,1,1,1
36,2,2,3,body_t2_m1,2,beam_t2_m1,2,2,missile_t2_m1,1,1,,,,1,1,1,1
36,2,3,0,body_t5_m1,2,beam_t5_m1,2,2,missile_t5_m1,1,2,,,,1,1,1,1
36,2,3,1,body_t4_m1,2,beam_t4_m1,2,2,missile_t4_m1,1,2,,,,1,1,1,1
36,3,0,0,body_t5_m1,3,beam_t5_m1,3,2,,,,,,,1,1,1,1
36,3,0,1,body_t2_m1,3,beam_t2_m1,3,2,,,,,,,1,1,1,1
36,3,0,2,body_t1_m1,3,beam_t1_m1,3,1,,,,,,,1,1,1,1
36,3,0,3,body_t1_m1,3,beam_t1_m1,3,1,,,,,,,1,1,1,1
36,3,1,0,body_t5_m1,3,beam_t5_m1,3,2,,,,,,,1,1,1,1
36,3,1,1,body_t4_m1,3,beam_t4_m1,3,2,,,,,,,1,1,1,1
36,3,2,0,body_t6_m1,3,beam_t6_m1,3,2,,,,,,,1,1,1,1
36,3,2,1,body_t2_m1,3,beam_t2_m1,3,2,,,,,,,1,1,1,1
36,3,2,2,body_t1_m1,3,beam_t1_m1,3,1,,,,,,,1,1,1,1
36,3,3,0,body_t6_m1,3,beam_t6_m1,3,2,,,,,,,1,1,1,1
36,3,3,1,body_t2_m1,3,beam_t2_m1,3,2,,,,,,,1,1,1,1
36,3,3,2,body_t1_m1,3,beam_t1_m1,3,1,,,,,,,1,1,1,1
36,4,0,0,body_t4_m1,4,beam_t4_m1,4,2,missile_t4_m1,1,2,,,,1,1,1,1
36,4,0,1,body_t3_m1,4,beam_t3_m1,4,2,missile_t3_m1,1,1,,,,1,1,1,1
36,4,0,2,body_t2_m1,4,beam_t2_m1,4,2,missile_t2_m1,1,1,,,,1,1,1,1
36,4,1,0,body_t5_m1,4,beam_t5_m1,4,2,missile_t5_m1,1,2,,,,1,1,1,1
36,4,1,1,body_t3_m1,4,beam_t3_m1,4,2,missile_t3_m1,1,1,,,,1,1,1,1
36,4,1,2,body_t1_m1,4,beam_t1_m1,4,1,missile_t1_m1,1,1,,,,1,1,1,1
36,4,2,0,body_t8_m1,4,beam_t8_m1,4,3,missile_t8_m1,1,3,,,,1,1,1,1
36,4,2,1,body_t1_m1,4,beam_t1_m1,4,1,missile_t1_m1,1,1,,,,1,1,1,1
36,4,3,0,body_t5_m1,4,beam_t5_m1,4,2,missile_t5_m1,1,2,,,,1,1,1,1
36,4,3,1,body_t2_m1,4,beam_t2_m1,4,2,missile_t2_m1,1,1,,,,1,1,1,1
36,4,3,2,body_t1_m1,4,beam_t1_m1,4,1,missile_t1_m1,1,1,,,,1,1,1,1
36,4,3,3,body_t1_m1,4,beam_t1_m1,4,1,missile_t1_m1,1,1,,,,1,1,1,1
36,5,0,0,body_t3_m1,5,beam_t3_m1,5,2,,,,,,,1,1,1,1
36,5,0,1,body_t2_m1,5,beam_t2_m1,5,2,,,,,,,1,1,1,1
36,5,0,2,body_t2_m1,5,beam_t2_m1,5,2,,,,,,,1,1,1,1
36,5,0,3,body_t1_m1,5,beam_t1_m1,5,1,,,,,,,1,1,1,1
36,5,0,4,body_t1_m1,5,beam_t1_m1,5,1,,,,,,,1,1,1,1
36,5,1,0,body_t5_m1,5,beam_t5_m1,5,2,,,,,,,1,1,1,1
36,5,1,1,body_t2_m1,5,beam_t2_m1,5,2,,,,,,,1,1,1,1
36,5,1,2,body_t2_m1,5,beam_t2_m1,5,2,,,,,,,1,1,1,1
36,5,2,0,body_t5_m1,5,beam_t5_m1,5,2,,,,,,,1,1,1,1
36,5,2,1,body_t3_m1,5,beam_t3_m1,5,2,,,,,,,1,1,1,1
36,5,2,2,body_t1_m1,5,beam_t1_m1,5,1,,,,,,,1,1,1,1
36,5,3,0,body_t4_m1,5,beam_t4_m1,5,2,,,,,,,1,1,1,1
36,5,3,1,body_t2_m1,5,beam_t2_m1,5,2,,,,,,,1,1,1,1
36,5,3,2,body_t1_m1,5,beam_t1_m1,5,1,,,,,,,1,1,1,1
36,5,3,3,body_t1_m1,5,beam_t1_m1,5,1,,,,,,,1,1,1,1
36,5,3,4,body_t1_m1,5,beam_t1_m1,5,1,,,,,,,1,1,1,1
36,6,0,0,body_t5_m1,6,beam_t5_m1,6,2,missile_t5_m1,1,2,,,,1,1,1,1
36,6,0,1,body_t4_m1,6,beam_t4_m1,6,2,missile_t4_m1,1,2,,,,1,1,1,1
36,6,1,0,body_t7_m1,6,beam_t7_m1,6,3,missile_t7_m1,1,2,,,,1,1,1,1
36,6,1,1,body_t2_m1,6,beam_t2_m1,6,2,missile_t2_m1,1,1,,,,1,1,1,1
36,6,2,0,body_t5_m1,6,beam_t5_m1,6,2,missile_t5_m1,1,2,,,,1,1,1,1
36,6,2,1,body_t4_m1,6,beam_t4_m1,6,2,missile_t4_m1,1,2,,,,1,1,1,1
36,6,3,0,body_t6_m1,6,beam_t6_m1,6,2,missile_t6_m1,1,2,,,,1,1,1,1
36,6,3,1,body_t2_m1,6,beam_t2_m1,6,2,missile_t2_m1,1,1,,,,1,1,1,1
36,6,3,2,body_t1_m1,6,beam_t1_m1,6,1,missile_t1_m1,1,1,,,,1,1,1,1
36,7,0,0,body_t6_m1,7,beam_t6_m1,7,2,,,,,,,1,1,1,1
36,7,0,1,body_t3_m1,7,beam_t3_m1,7,2,,,,,,,1,1,1,1
36,7,1,0,body_t4_m1,7,beam_t4_m1,7,2,,,,,,,1,1,1,1
36,7,1,1,body_t3_m1,7,beam_t3_m1,7,2,,,,,,,1,1,1,1
36,7,1,2,body_t1_m1,7,beam_t1_m1,7,1,,,,,,,1,1,1,1
36,7,1,3,body_t1_m1,7,beam_t1_m1,7,1,,,,,,,1,1,1,1
36,7,2,0,body_t4_m1,7,beam_t4_m1,7,2,,,,,,,1,1,1,1
36,7,2,1,body_t2_m1,7,beam_t2_m1,7,2,,,,,,,1,1,1,1
36,7,2,2,body_t1_m1,7,beam_t1_m1,7,1,,,,,,,1,1,1,1
36,7,2,3,body_t1_m1,7,beam_t1_m1,7,1,,,,,,,1,1,1,1
36,7,2,4,body_t1_m1,7,beam_t1_m1,7,1,,,,,,,1,1,1,1
36,7,3,0,body_t4_m1,7,beam_t4_m1,7,2,,,,,,,1,1,1,1
36,7,3,1,body_t4_m1,7,beam_t4_m1,7,2,,,,,,,1,1,1,1
36,7,3,2,body_t1_m1,7,beam_t1_m1,7,1,,,,,,,1,1,1,1
36,8,0,0,body_t6_m1,8,beam_t6_m1,8,2,missile_t6_m1,1,2,,,,1,1,1,1
36,8,0,1,body_t2_m1,8,beam_t2_m1,8,2,missile_t2_m1,1,1,,,,1,1,1,1
36,8,0,2,body_t1_m1,8,beam_t1_m1,8,1,missile_t1_m1,1,1,,,,1,1,1,1
36,8,1,0,body_t5_m1,8,beam_t5_m1,8,2,missile_t5_m1,1,2,,,,1,1,1,1
36,8,1,1,body_t3_m1,8,beam_t3_m1,8,2,missile_t3_m1,1,1,,,,1,1,1,1
36,8,1,2,body_t1_m1,8,beam_t1_m1,8,1,missile_t1_m1,1,1,,,,1,1,1,1
36,8,2,0,body_t6_m1,8,beam_t6_m1,8,2,missile_t6_m1,1,2,,,,1,1,1,1
36,8,2,1,body_t2_m1,8,beam_t2_m1,8,2,missile_t2_m1,1,1,,,,1,1,1,1
36,8,2,2,body_t1_m1,8,beam_t1_m1,8,1,missile_t1_m1,1,1,,,,1,1,1,1
36,8,3,0,body_t6_m1,8,beam_t6_m1,8,2,missile_t6_m1,1,2,,,,1,1,1,1
36,8,3,1,body_t1_m1,8,beam_t1_m1,8,1,missile_t1_m1,1,1,,,,1,1,1,1
36,8,3,2,body_t1_m1,8,beam_t1_m1,8,1,missile_t1_m1,1,1,,,,1,1,1,1
36,8,3,3,body_t1_m1,8,beam_t1_m1,8,1,missile_t1_m1,1,1,,,,1,1,1,1
36,9,0,0,body_t5_m1,9,beam_t5_m1,9,2,,,,,,,1,1,1,1
36,9,0,1,body_t2_m1,9,beam_t2_m1,9,2,,,,,,,1,1,1,1
36,9,0,2,body_t1_m1,9,beam_t1_m1,9,1,,,,,,,1,1,1,1
36,9,0,3,body_t1_m1,9,beam_t1_m1,9,1,,,,,,,1,1,1,1
36,9,1,0,body_t5_m1,9,beam_t5_m1,9,2,,,,,,,1,1,1,1
36,9,1,1,body_t3_m1,9,beam_t3_m1,9,2,,,,,,,1,1,1,1
36,9,1,2,body_t1_m1,9,beam_t1_m1,9,1,,,,,,,1,1,1,1
36,9,2,0,body_t7_m1,9,beam_t7_m1,9,3,,,,,,,1,1,1,1
36,9,2,1,body_t2_m1,9,beam_t2_m1,9,2,,,,,,,1,1,1,1
36,9,3,0,body_t3_m1,9,beam_t3_m1,9,2,,,,,,,1,1,1,1
36,9,3,1,body_t2_m1,9,beam_t2_m1,9,2,,,,,,,1,1,1,1
36,9,3,2,body_t2_m1,9,beam_t2_m1,9,2,,,,,,,1,1,1,1
36,9,3,3,body_t2_m1,9,beam_t2_m1,9,2,,,,,,,1,1,1,1
36,10,0,0,body_t7_m1,10,beam_t7_m1,10,3,missile_t7_m1,1,2,hanger_t7_m1,1,2,1,1,1,1
36,10,0,1,body_t1_m1,10,beam_t1_m1,10,1,missile_t1_m1,1,1,hanger_t1_m1,1,1,1,1,1,1
36,10,0,2,body_t1_m1,10,beam_t1_m1,10,1,missile_t1_m1,1,1,hanger_t1_m1,1,1,1,1,1,1
36,10,1,0,body_t4_m1,10,beam_t4_m1,10,2,missile_t4_m1,1,2,hanger_t4_m1,1,1,1,1,1,1
36,10,1,1,body_t2_m1,10,beam_t2_m1,10,2,missile_t2_m1,1,1,hanger_t2_m1,1,1,1,1,1,1
36,10,1,2,body_t2_m1,10,beam_t2_m1,10,2,missile_t2_m1,1,1,hanger_t2_m1,1,1,1,1,1,1
36,10,1,3,body_t1_m1,10,beam_t1_m1,10,1,missile_t1_m1,1,1,hanger_t1_m1,1,1,1,1,1,1
36,10,2,0,body_t3_m1,10,beam_t3_m1,10,2,missile_t3_m1,1,1,hanger_t3_m1,1,1,1,1,1,1
36,10,2,1,body_t2_m1,10,beam_t2_m1,10,2,missile_t2_m1,1,1,hanger_t2_m1,1,1,1,1,1,1
36,10,2,2,body_t2_m1,10,beam_t2_m1,10,2,missile_t2_m1,1,1,hanger_t2_m1,1,1,1,1,1,1
36,10,2,3,body_t1_m1,10,beam_t1_m1,10,1,missile_t1_m1,1,1,hanger_t1_m1,1,1,1,1,1,1
36,10,2,4,body_t1_m1,10,beam_t1_m1,10,1,missile_t1_m1,1,1,hanger_t1_m1,1,1,1,1,1,1
36,10,3,0,body_t4_m1,10,beam_t4_m1,10,2,missile_t4_m1,1,2,hanger_t4_m1,1,1,1,1,1,1
36,10,3,1,body_t3_m1,10,beam_t3_m1,10,2,missile_t3_m1,1,1,hanger_t3_m1,1,1,1,1,1,1
36,10,3,2,body_t2_m1,10,beam_t2_m1,10,2,missile_t2_m1,1,1,hanger_t2_m1,1,1,1,1,1,1
37,1,0,0,body_t7_m1,1,beam_t7_m1,1,3,,,,,,,1,1,1,1
37,1,0,1,body_t1_m1,1,beam_t1_m1,1,1,,,,,,,1,1,1,1
37,1,0,2,body_t1_m1,1,beam_t1_m1,1,1,,,,,,,1,1,1,1
37,1,1,0,body_t4_m1,1,beam_t4_m1,1,2,,,,,,,1,1,1,1
37,1,1,1,body_t3_m1,1,beam_t3_m1,1,2,,,,,,,1,1,1,1
37,1,1,2,body_t2_m1,1,beam_t2_m1,1,2,,,,,,,1,1,1,1
37,1,2,0,body_t5_m1,1,beam_t5_m1,1,2,,,,,,,1,1,1,1
37,1,2,1,body_t3_m1,1,beam_t3_m1,1,2,,,,,,,1,1,1,1
37,1,2,2,body_t1_m1,1,beam_t1_m1,1,1,,,,,,,1,1,1,1
37,1,3,0,body_t4_m1,1,beam_t4_m1,1,2,,,,,,,1,1,1,1
37,1,3,1,body_t2_m1,1,beam_t2_m1,1,2,,,,,,,1,1,1,1
37,1,3,2,body_t2_m1,1,beam_t2_m1,1,2,,,,,,,1,1,1,1
37,1,3,3,body_t1_m1,1,beam_t1_m1,1,1,,,,,,,1,1,1,1
37,2,0,0,body_t3_m1,2,beam_t3_m1,2,2,missile_t3_m1,1,1,,,,1,1,1,1
37,2,0,1,body_t3_m1,2,beam_t3_m1,2,2,missile_t3_m1,1,1,,,,1,1,1,1
37,2,0,2,body_t3_m1,2,beam_t3_m1,2,2,missile_t3_m1,1,1,,,,1,1,1,1
37,2,1,0,body_t9_m1,2,beam_t9_m1,2,3,missile_t9_m1,1,3,,,,1,1,1,1
37,2,2,0,body_t6_m1,2,beam_t6_m1,2,2,missile_t6_m1,1,2,,,,1,1,1,1
37,2,2,1,body_t2_m1,2,beam_t2_m1,2,2,missile_t2_m1,1,1,,,,1,1,1,1
37,2,2,2,body_t1_m1,2,beam_t1_m1,2,1,missile_t1_m1,1,1,,,,1,1,1,1
37,2,3,0,body_t4_m1,2,beam_t4_m1,2,2,missile_t4_m1,1,2,,,,1,1,1,1
37,2,3,1,body_t3_m1,2,beam_t3_m1,2,2,missile_t3_m1,1,1,,,,1,1,1,1
37,2,3,2,body_t1_m1,2,beam_t1_m1,2,1,missile_t1_m1,1,1,,,,1,1,1,1
37,2,3,3,body_t1_m1,2,beam_t1_m1,2,1,missile_t1_m1,1,1,,,,1,1,1,1
37,3,0,0,body_t3_m1,3,beam_t3_m1,3,2,,,,,,,1,1,1,1
37,3,0,1,body_t2_m1,3,beam_t2_m1,3,2,,,,,,,1,1,1,1
37,3,0,2,body_t2_m1,3,beam_t2_m1,3,2,,,,,,,1,1,1,1
37,3,0,3,body_t1_m1,3,beam_t1_m1,3,1,,,,,,,1,1,1,1
37,3,0,4,body_t1_m1,3,beam_t1_m1,3,1,,,,,,,1,1,1,1
37,3,1,0,body_t9_m1,3,beam_t9_m1,3,3,,,,,,,1,1,1,1
37,3,2,0,body_t6_m1,3,beam_t6_m1,3,2,,,,,,,1,1,1,1
37,3,2,1,body_t3_m1,3,beam_t3_m1,3,2,,,,,,,1,1,1,1
37,3,3,0,body_t4_m1,3,beam_t4_m1,3,2,,,,,,,1,1,1,1
37,3,3,1,body_t3_m1,3,beam_t3_m1,3,2,,,,,,,1,1,1,1
37,3,3,2,body_t2_m1,3,beam_t2_m1,3,2,,,,,,,1,1,1,1
